Year of Load,Month of Load,Berlin,East Conemaugh,Girard,Hooversville,Smethport,Summerhill,Blakely,Catawissa,Duncannon,Goldsboro,Hatfield,Kutztown,Lansdale,Lehighton,Lewisberry,Middletown,Mifflinburg,Quakertown,Royalton,Saint Clair,Schuylkill Haven,Watsontown,Weatherly,Amherst,Beach City,Bleach Tech,Brewster,Columbiana,Cuyahoga Falls,Galion,Grafton,Hubbard,Hudson,Huron,Lodi,Lucas,Milan,Monroeville,Newton Falls,Niles,Oberlin,Prospect,Seville,South Vienna,Wadsworth,Wellington,Bowling Green,Bowling Green Waste Water,Bowling Green Water,Bradner,Custar,Edgerton,Ellwood City,Elmore,Genoa,Grove City,Haskins,Holiday City,Montpelier,Napoleon,New Wilmington,Oak Harbor,Painesville,Pemberville,Pioneer,Toledo,Wampum,Woodville,Zelienople,Arcadia,Bloomdale,Bryan,Carey,Clyde,Cygnet,Deshler,Greenwich,Ohio City,Plymouth,Republic,Shiloh,Sycamore,Wapakoneta,Wharton,Arcanum,Celina,Eldorado,Jackson Center,Lakeview,Mendon,Minster,New Bremen,Piqua,Tipp City,Versailles,Waynesfield,Yellow Springs,Year of Load,Month of Load,Member Pool,Total Energy,Chase Brass,Glouster,Jackson,New Knoxville,Orrville,St_ Marys,Woodsfield,Clinton,Coldwater,Hillsdale,Marshall,Union City,Cleveland,Georgetown,St_ Clairsville,DEMEC,Wyandotte,Bedford,Wheelabrator,Danville,Front Royal,Martinsville,Richlands,Columbus,Dover,Shelby,Westerville,Hamilton,Lebanon,Williamstown,Paducah,Princeton,Benham,Berlin-MD,Cannelton,Perkasie,Ephrata
2007,11,"2,107.71",507.1,"2,921.60",405.82,"1,365.53",302.68,,,,,,,,,,,,,,,,,,"8,091.77","1,225.46",,"4,392.62","6,883.01","35,840.48","9,593.10","2,820.38","4,995.11","14,963.98",2.72,"3,807.64",370.07,766.93,"4,005.40","4,027.38","24,905.21","9,472.40",879,"7,299.02",405.76,"24,274.58","6,290.85","43,566.44",,279.73,569.91,304,"2,418.36","4,639.54","1,277.35","1,411.67","5,254.86",472.74,"1,307.29","5,933.60","14,141.58","1,791.08","2,236.61","20,231.46","1,529.13","3,203.62",,338.01,"1,040.36","2,522.54",460.08,387.09,"18,552.75","5,341.64","16,986.68",360.09,"1,808.09","1,701.25",519.35,"1,187.56",300.34,511.45,547.87,"15,767.82",317.02,"1,925.79","18,071.00",408.31,"1,671.87",952.78,491.15,"9,930.72","5,093.36","25,147.00","11,299.64","5,582.05",740.82,"2,794.88",2007,11,PJM,"65,293.59","6,637.72",953.85,"13,544.27",853.59,"24,082.44","17,145.66","2,076.08","2,009.15","23,587.17","11,938.08","9,713.80","1,346.13","134,731.00",,"4,172.44","88,181.95",,"19,103.97","2,773.71","77,537.26","14,676.32","14,860.23","6,031.65",,"18,441.88","8,958.86",,"49,145.95","23,730.60","4,474.34","45,410.62","8,314.00",,,,"5,385.48","12,377.18"
2007,12,"2,244.03",590.07,"3,036.27",487.21,"1,532.50",347.69,,,,,,,,,,,,,,,,,,"9,243.16","1,403.82",,"4,730.88","7,522.90","39,876.32","10,896.90","3,147.78","5,488.95","16,972.27",3.3,"4,185.37",444.61,932.88,"4,099.49","4,569.94","26,396.56","9,923.28","1,054.36","7,653.18",503.73,"25,911.73","6,783.36","44,053.94",,264.01,702.01,343.43,"2,722.64","5,345.38","1,484.17","1,716.55","5,792.01",547.52,"1,548.36","5,878.17","15,051.25","1,884.63","2,636.39","21,849.60","1,550.54","3,045.30",,407.31,"1,257.98","2,997.45",556.94,438.95,"18,915.49","6,056.36","16,091.63",371.09,"2,129.32","1,822.38",633.43,"1,328.65",318.37,572.49,677.08,"16,727.02",321.68,"2,444.91","19,730.60",497.5,"1,912.43","1,152.26",652.24,"10,396.70","5,465.53","28,905.00","12,744.90","5,896.27",872.17,"3,118.38",2007,12,PJM,"68,678.34","6,474.50","1,111.63","14,833.99",969.85,"25,354.32","17,543.19","2,390.86","2,190.69","24,148.13","12,348.00","10,243.32","1,540.04","146,636.46",,"5,089.97","97,298.66",,"20,230.57","1,496.58","86,346.18","18,529.06","16,792.96","7,004.53",,"19,869.71","9,662.66",,"59,205.23","25,668.05","5,097.80","51,416.29","9,291.17",,,,"6,663.16","15,111.17"
2008,1,"2,283.71",558.18,"2,919.12",463.46,"1,428.53",322.98,"3,134.16","1,202.61","1,230.88",657.2,"1,962.71","5,218.99","12,296.27","4,906.40",265.29,"8,824.67","4,935.53","9,644.92",456.6,"2,063.35","5,011.79","1,454.53","2,105.59","9,723.36","1,444.85",,"4,892.18","7,802.75","40,381.09","11,150.74","3,191.66","5,549.52","16,727.74",3.49,"4,431.40",449.52,904.42,"4,986.16","4,689.32","27,657.49","10,075.78","1,063.40","8,649.54",473.28,"27,336.22","7,203.52","47,885.70",,291.25,703.49,353.33,"2,964.89","5,313.54","1,471.99","1,678.41","5,826.35",516.6,"1,548.36","7,062.21","15,628.93","1,903.68","2,667.45","23,168.04","1,606.44","3,653.02",,405.94,"1,197.75","2,961.14",568.53,464.56,"20,996.10","5,478.53","18,934.02",374.48,"3,286.91","1,925.86",675.87,"1,357.99",305.71,610.33,650.22,"17,838.29",345.21,"2,536.81","21,212.16",532.08,"2,036.17","1,194.76",696.03,"11,153.52","5,679.73","30,167.00","13,368.75","6,165.26",951.35,"3,183.22",2008,1,PJM,"74,414.41","7,481.07","1,147.14","15,861.51","1,022.89","27,317.72","19,201.27","2,382.81","2,262.72","26,235.51","12,618.36","10,660.19","1,531.23","149,606.96",,"5,217.20","100,569.54",,"21,358.34","3,516.07","96,516.98","19,581.59","18,582.05","8,517.61",,"20,725.45","9,983.47","45,201.96","62,143.00","27,632.88","6,229.78","55,346.22","10,046.61",,,,"6,629.96","15,441.70"
2008,2,"2,154.86",526.32,"2,690.93",432.51,"1,319.07",308.13,"3,199.01","1,153.95","1,236.23",641.64,"1,900.01","5,169.67","11,784.14","4,797.28",252.63,"8,453.35","4,689.57","9,363.41",440.8,"1,967.72","4,806.34","1,369.80","1,997.77","9,220.44","1,423.58",,"4,334.94","7,512.25","38,021.87","10,512.88","3,023.96","5,218.84","15,760.67",3.22,"4,284.84",424.99,861.89,"4,588.74","4,495.57","26,139.56","9,851.56",982.29,"7,745.63",445.08,"25,747.23","6,911.76","45,805.58",,269.55,660.5,335.6,"2,783.19","5,022.77","1,373.61","1,566.61","5,666.02",495.79,"1,891.56","6,331.00","14,596.01","1,921.55","2,501.71","22,226.69","1,541.74","3,378.34",,390.11,"1,134.93","2,800.36",531.97,439.23,"20,106.95","6,236.28","17,658.93",360.99,"2,107.01","1,829.79",622.22,"1,309.03",284.78,586.47,608.44,"16,591.57",256.73,"2,355.56","20,074.33",482.74,"1,927.54","1,120.38",676.07,"10,317.46","5,338.39","28,249.00","12,496.89","5,725.47",880.86,"3,238.05",2008,2,PJM,"70,364.17","7,340.20","1,055.10","14,738.11",954.95,"25,936.98","18,096.86","2,241.98","2,062.41","24,938.13","12,122.83","10,126.41","1,441.31","141,858.00",,"4,988.99","93,215.64",,"18,265.91","3,344.44","82,710.27","17,970.79","16,041.39","7,074.56",,"19,536.27","10,027.98","42,925.18","58,401.00","25,677.10","5,540.70","50,269.97","8,976.89",,,,"6,291.49","14,582.20"
2008,3,"2,106.19",532.49,"2,633.99",406.14,"1,327.16",305.13,"3,214.57","1,071.08","1,060.30",559.78,"1,749.42","4,721.09","11,161.84","4,457.89",221.71,"7,289.29","4,185.12","8,581.10",392.43,"1,872.21","4,366.80","1,284.29","1,982.46","9,048.90","1,340.74",,"4,560.50","7,522.38","38,063.41","10,305.60","2,988.02","5,199.25","15,834.34",3.19,"4,198.56",416.36,856.23,"4,600.02","4,386.01","25,521.06","9,997.96",939.41,"7,924.44",463.62,"25,789.32","6,986.79","45,427.42",,279.9,635.02,255.76,"2,655.76","4,994.05","1,357.01","1,522.94","5,539.49",470.16,"1,437.15","6,250.06","14,614.29","1,842.88","2,444.19","22,390.85","1,532.01","3,550.30",,375.29,"1,116.70","2,734.95",517.93,439.17,"19,913.21","5,974.16","17,829.57",340.99,"2,050.22","1,835.36",572.4,"1,252.89",278.41,556.17,601.92,"16,750.19",243.75,"2,210.34","19,591.12",432.85,"1,849.51","1,055.61",602.58,"10,390.56","5,277.97","27,439.00","12,378.87","5,677.30",839.11,"2,907.48",2008,3,PJM,"70,767.30","8,111.01","1,005.06","14,749.32",934.26,"25,701.89","18,154.70","2,111.05","2,022.00","25,111.84","12,023.07","10,012.35","1,397.98","142,687.90",,"4,706.10","90,830.65",,"16,566.98","3,278.78","78,091.15","17,907.35","15,119.12","6,474.45",,"19,598.13","10,684.98","41,388.89","57,267.00","25,568.49","5,062.28","47,398.16","8,545.50",,,,"5,771.74","13,463.70"
2008,4,"1,714.92",432.4,"2,376.78",316.95,"1,180.08",245.56,"2,766.23",787.85,761.81,407.9,"1,504.79","4,221.15","10,126.42","3,723.28",167.2,"5,406.75","3,241.31","7,343.07",300.01,"1,699.31","3,528.12","1,084.53","1,708.72","7,854.49","1,081.19",,"4,373.19","6,693.39","34,075.91","8,828.49","2,556.55","4,496.26","14,409.03",3.03,"3,486.19",325.03,718.23,"4,808.24","3,673.24","23,299.66","8,905.20",718.21,"6,654.09",404.21,"23,018.54","6,210.45","42,943.82",,299.67,513.6,183.32,"2,313.62","4,251.19","1,182.30","1,276.75","4,990.62",380.95,"1,385.56","6,187.41","13,183.21","1,672.50","2,005.62","18,494.91","1,411.48","3,532.26",,296.33,930.99,"2,257.42",404.82,353.19,"18,945.82","5,460.45","17,592.48",237.82,"1,692.76","1,585.09",423.02,965.85,224.47,463.37,496.3,"14,956.35",196.39,"1,636.49","17,514.59",309.25,"1,577.90",827.93,384.01,"10,164.06","5,003.21","24,909.00","11,009.47","5,223.18",645.61,"2,656.14",2008,4,PJM,"65,616.90","7,115.43",811.61,"13,899.23",839.77,"23,986.16","17,188.10","1,776.60","1,800.11","25,150.20","11,329.80","9,318.71","1,148.97","126,963.00",,"3,743.26","84,677.47",,"15,049.27","3,633.86","71,333.31","13,191.38","13,806.90","4,814.06",,"17,806.79","9,166.25","36,144.72","48,733.00","23,449.99","4,292.14","43,236.03","7,592.77",,,,,"11,055.14"
2008,5,"1,712.19",428.28,"2,357.71",314.54,"1,207.59",247.81,"2,709.15",727.74,709.39,389.79,"1,479.60","3,880.62","10,284.52","3,673.71",162.11,"5,216.94","3,093.76","7,303.86",288.19,"1,639.53","3,312.14","1,061.52","1,600.08","8,048.33","1,075.93",,"4,432.49","6,480.15","34,238.15","8,664.27","2,510.29","4,622.49","14,695.92",2.38,"3,394.98",316.53,706.84,"4,707.19","3,678.26","23,384.47","8,772.16",687.13,"7,198.00",386.86,"22,823.73","5,994.30","41,418.87",,260.23,479.51,204.57,"2,175.62","4,269.43","1,159.47","1,235.98","4,767.40",374.59,"1,723.32","5,746.32","12,770.97","1,518.83","1,917.03","17,351.80","1,302.76","3,188.52",,292.73,916.64,"2,255.80",381.42,355.5,"18,345.14","5,217.54","17,444.71",216.82,"1,517.18","1,468.56",401,946.22,225.08,444.44,487.29,"14,019.19",202.76,"1,524.05","17,230.48",281.29,"1,529.34",810.59,326.73,"10,304.64","4,888.35","24,210.00","11,194.85","5,253.05",595.85,"2,484.14",2008,5,PJM,"65,597.36","7,288.72",808.5,"13,861.42",807.31,"23,855.24","17,081.10","1,895.08","1,793.26","26,293.38","11,225.67","9,251.27","1,135.81","127,687.10",,"3,795.67","88,219.20",,"14,925.13","2,988.37","73,729.64","12,381.02","14,232.87","4,354.98",,"17,823.09","9,003.87","36,614.92","51,865.00","23,132.45","4,342.96","47,501.04","8,201.31",,,,,"10,919.14"
2008,6,"1,664.76",434.46,"2,512.22",312.86,"1,282.84",251.74,"3,222.43",814.22,875.05,503.67,"1,994.10","4,215.52","12,972.73","4,390.73",188.06,"6,516.94","3,287.83","8,856.93",419.96,"1,995.72","3,777.11","1,313.64","1,637.22","10,314.68","1,218.84",,"4,622.77","7,329.60","42,304.21","9,965.24","2,904.99","5,691.32","17,587.77",2.88,"3,794.25",349.01,919.5,"4,974.32","4,351.65","27,816.90","9,687.66",835.82,"8,210.03",446.97,"26,298.11","6,565.58","46,835.37",,256.74,595.31,188.49,"2,458.19","5,268.95","1,428.19","1,492.65","5,098.15",478.08,"1,719.49","6,439.10","14,405.50","1,688.33","2,201.73","21,686.57","1,523.81","3,379.76",,370.69,"1,177.28","2,828.16",445.24,436.2,"20,532.29","5,326.44","18,704.13",262.31,"1,756.85","1,618.84",480.56,"1,126.84",280.82,480.04,600.4,"16,232.46",247.82,"1,812.99","19,841.63",322.53,"1,538.40",982.12,344.57,"11,142.13","5,542.02","27,958.00","13,138.30","6,202.30",648.86,"2,992.14",2008,6,PJM,"72,057.44","6,897.72","1,025.53","15,794.70",942.8,"25,850.40","19,206.02","2,340.26","2,080.19","28,773.80","12,819.60","10,513.54","1,285.76","145,063.20",,"4,732.97","110,579.52",,"17,952.30","2,906.12","100,276.92","14,583.58","18,309.72","4,717.24",,"20,488.10","9,915.11","43,708.55","67,325.00","27,648.62","5,065.67","63,869.28","10,699.28",,,,,"13,097.31"
2008,7,"1,728.99",469.53,"2,818.17",341.48,"1,389.75",266.34,"3,704.82",931.69,975.78,557.62,"2,226.17","4,345.43","14,488.86","4,645.41",208.79,"7,117.43","3,516.17","9,703.14",486.33,"2,199.22","4,112.28","1,446.09","1,815.79","11,790.23","1,439.11",,"4,914.97","7,958.02","47,444.36","10,990.85","3,234.99","6,402.94","19,345.53",3.2,"3,986.83",380.71,"1,046.44","5,164.15","4,803.40","29,913.61","10,813.22",981.4,"8,705.07",451.89,"29,012.01","6,970.71","50,334.90",,304.96,550.74,223.23,"2,583.05","5,905.13","1,588.52","1,710.46","5,587.34",590.4,"1,525.45","6,492.59","15,684.97","1,881.06","2,553.14","22,909.30","1,686.56","2,922.31",,427.44,"1,393.86","3,192.47",491.45,504.31,"20,924.76","5,444.84","19,447.76",331.71,"2,157.02","1,744.41",555.7,"1,284.00",324.75,554.91,692.71,"17,360.85",322.12,"2,081.84","22,020.68",356.39,"1,456.08","1,132.00",393.83,"11,622.83","6,170.25","30,653.00","14,311.89","6,690.93",745.05,"3,276.75",2008,7,PJM,"77,328.86","7,476.10","1,126.01","16,943.35","1,039.66","27,715.62","20,412.19","2,615.93","2,291.84","29,341.62","13,822.00","11,207.93","1,495.20","160,901.42",,"5,350.10","122,533.64",,"19,269.00","3,064.16","102,710.65","15,426.53","19,392.63","5,007.90",,"22,199.10","10,721.67","47,802.20","74,572.00","29,796.51","5,432.64","69,810.60","11,528.60",,,,,"14,254.55"
2008,8,"1,607.86",431.45,"2,768.85",317.58,"1,303.03",253,"3,212.74",810.81,836.14,476.2,"1,881.69","3,649.32","12,395.63","4,269.82",182.32,"6,245.70","3,209.64","8,571.68",402.21,"1,910.38","3,703.63","1,272.71","1,682.14","10,728.80","1,316.63",,"4,742.75","7,958.02","43,281.57","10,196.47","2,961.83","5,730.67","17,907.19",3.12,"3,698.97",366.31,941.02,"5,059.87","4,334.62","27,662.32","10,295.07",887.57,"8,448.15",435.96,"27,303.20","6,587.47","49,320.24",,376.81,612.54,202.06,"2,491.13","5,233.96","1,496.24","1,581.70","5,315.21",540.99,"1,475.92","6,753.48","15,377.77","1,798.38","2,392.04","22,863.05","1,733.55","3,209.67",,375.79,"1,248.85","2,849.38",452.9,465.58,"20,974.84","5,654.58","19,185.14",284.79,"1,906.36","1,553.68",497.3,"1,166.75",284.22,497.08,621.48,"17,174.41",305.8,"1,940.79","21,192.24",327.63,"1,371.92","1,056.59",358.11,"11,689.86","5,884.11","29,813.00","13,694.26","6,380.34",734.28,"2,984.92",2008,8,PJM,"75,835.22","7,571.01","1,078.66","17,007.70",934.13,"26,674.84","20,103.00","2,465.88","2,186.77","30,554.00","12,943.39","11,120.11","1,519.14","153,072.00",,"4,921.58","110,378.99",,"18,310.71","2,795.39","97,702.06","14,050.96","18,138.48","4,825.42",,"21,725.07","10,214.70","44,296.00","71,064.00","29,143.08","5,486.26","66,187.10","11,311.47",,,,,"12,525.48"
2008,9,"1,587.30",400.3,"2,704.68",303.64,"1,243.61",236.84,"2,938.23",745.71,732.94,411.94,"1,701.06","4,173.62","11,189.49","4,038.78",173.42,"5,595.72","2,988.11","7,991.74",341.76,"1,773.91","3,572.57","1,176.85","1,638.84","9,136.17","1,063.08",,"4,402.28","6,822.42","38,015.64","9,182.60","2,650.32","5,029.22","16,166.91",2.99,"3,505.86",332.18,796.42,"4,412.72","3,827.72","24,814.58","9,871.55",861.02,"8,204.06",448.17,"26,586.73","6,435.96","45,829.74",,314.67,519.39,199.04,"2,212.43","4,618.37","1,324.78","1,359.08","5,244.74",441.13,"1,087.15","6,203.98","13,677.51","1,860.56","2,074.47","21,072.02","1,698.99","3,182.50",,,"1,042.50","2,492.21",415.93,421.89,"19,057.49","5,423.74","17,783.09",232.87,"1,621.15","1,380.26",429.44,"1,055.19",242.82,455.95,526.16,"15,477.45",244.34,"1,669.38","19,371.09",293.7,"1,172.31",903.44,307.23,"10,862.21","5,460.32","27,072.00","12,309.87","5,540.21",726.77,"2,465.14",2008,9,PJM,"70,085.79","7,260.50",930.26,"15,675.35",858.85,"24,764.24","18,465.14","2,131.45","1,970.73","28,256.69","12,174.58","10,103.54","1,201.48","137,688.64",,"4,248.36","100,993.88",,"15,802.38","3,073.32","84,095.58","12,586.77","15,595.61","4,470.40",,"19,611.92","9,354.39","41,308.95","60,185.00","26,143.30","4,885.41","55,079.05","9,728.55",,,,,"10,719.62"
2008,10,"1,839.56",468.92,"2,885.10",359.18,"1,276.30",265.57,"2,857.34",799.8,778.63,404.65,"1,540.82","4,459.19","10,295.13","3,898.39",170.99,"5,515.90","3,095.51","7,673.57",314.43,"1,770.05","3,853.10","1,113.01","1,777.81","8,297.05","1,177.96",,"4,389.96","6,908.67","35,696.79","8,962.77","2,577.88","4,650.30","15,291.63",2.77,"3,377.13",329.43,733.75,"4,415.40","3,768.20","23,154.27","9,416.57",752.89,"7,424.18",387.07,"23,588.67","5,826.25","43,503.52",,274.31,529.21,298.52,"2,162.33","4,372.86","1,261.77","1,301.00","5,191.41",432.63,"1,570.32","6,216.31","13,254.28","1,759.80","2,068.03","20,388.62","1,568.07","3,058.75",,,975.52,"2,340.45",397.95,410.91,"18,591.75","5,747.98","17,105.62",296.21,"1,728.01","1,430.57",434.62,"1,009.73",240.4,483.73,504.04,"14,880.97",273.19,"1,675.54","18,407.23",346.82,"1,080.12",861.37,358.13,"10,377.72","5,358.94","25,834.00","11,241.66","5,027.74",788.94,"2,425.94",2008,10,PJM,"67,730.35","7,112.10",882.81,"14,423.14",903.99,"24,776.90","17,648.81","1,982.61","1,870.95","27,948.60","11,760.13","9,658.60","1,207.15","133,032.80",,"3,843.53","89,360.97",,"15,296.55","2,552.16","76,343.21","12,249.49","14,303.40","5,237.27",,"18,837.03","8,937.46","37,986.84","51,575.00","23,509.60","4,531.63","45,565.82","8,221.33",,,,,"10,963.22"
2008,11,"2,048.32",485.15,"2,909.21",387.66,"1,281.79",294.98,"3,021.24",901.43,943.46,495.75,"1,643.44","4,539.71","10,508.44","4,050.93",202.32,"6,612.26","3,540.97","8,137.19",365.82,"1,813.41","4,193.58","1,188.98","1,845.71","8,766.55","1,214.30",,"4,483.43","6,635.20","35,431.56","9,302.08","2,679.16","4,782.43","15,437.34",3.04,"3,500.77",369.63,771.09,"3,954.23","3,884.99","23,594.97","9,537.16",877.19,"7,353.86",418.05,"23,491.74","5,644.58","41,059.45",,247.36,591.49,296.25,"2,210.95","4,530.18","1,294.25","1,447.97","5,207.30",485.27,"1,222.92","5,726.22","13,299.08","1,788.78","2,247.04","20,172.20","1,445.00","2,771.76",,,"1,071.22","2,521.03",442.99,401.94,"17,021.86","5,537.71","15,187.22",324.43,"1,745.02","1,465.37",511.75,"1,151.52",282.94,481.04,546.78,"14,096.31",340.67,"2,046.04","17,977.38",388.92,"1,471.37","1,007.71",511.64,"9,439.67","5,061.54","25,001.00","11,236.03","4,972.00",864.97,"2,571.41",2008,11,PJM,"63,210.22","6,361.23",996.33,"13,253.39",887.39,"23,279.95","16,317.93","2,114.00","1,886.08","24,387.75","11,351.54","9,000.02","1,296.04","134,787.01",,"4,315.06","89,506.38",,"17,288.70","2,762.12","80,177.63","14,646.69","15,730.61","7,064.88",,"18,678.22","9,567.84","40,217.17","49,517.00","22,660.69","4,124.17","45,688.59","8,214.82",,,,,"12,296.94"
2008,12,"2,373.72",599.98,"3,170.95",442.53,"1,438.68",372.58,"3,495.62","1,078.24","1,209.51",617.73,"1,926.68","5,262.32","12,060.85","4,734.33",249.1,"8,513.25","4,434.88","9,526.69",440.4,"2,015.27","5,005.74","1,436.44","2,133.11","10,324.58","1,424.63",,"4,857.06","7,294.46","39,355.34","10,867.94","3,079.25","5,531.72","17,418.68",5.13,"4,047.84",448.18,934.76,"4,428.51","4,487.32","26,591.49","10,202.82","1,053.51","7,481.67",486.73,"25,482.26","6,014.04","42,771.95",,265.33,746.93,281.14,"2,448.34","5,256.13","1,504.70","1,716.58","5,775.72",577.67,"1,536.29","6,036.82","14,797.24","1,872.16","2,717.06","22,405.34","1,480.75","2,696.93",,,"1,294.38","2,995.07",532.18,471.68,"18,646.06","6,356.42","15,273.05",381.69,"2,038.68","1,668.66",660.49,"1,422.19",321.99,583.21,675.64,"16,097.63",293.5,"2,647.43","20,085.66",496.96,"1,942.98","1,258.30",697.51,"10,335.17","5,718.21","27,852.00","12,771.92","5,799.43","1,097.95","3,016.06",2008,12,PJM,"68,033.51","5,246.00","1,174.29","14,891.66","1,024.32","25,269.78","17,964.44","2,463.02","2,035.35","23,915.31","12,053.24","9,535.05","1,536.98","148,165.58",,"5,220.56","98,015.88",,"19,864.87","1,872.45","89,541.49","17,776.73","17,746.21","7,859.34",,"20,228.74","10,975.54","46,532.04","56,626.00","24,843.12","4,959.23","53,191.24","9,482.00",,,,,"14,989.99"
2009,1,"2,554.76",632.84,"3,176.33",501.27,"1,460.49",376.69,"3,620.37","1,224.91","1,364.35",719.99,"2,087.70","5,650.87","12,937.35","5,142.87",292.24,"9,652.19","5,096.76","10,440.17",486.19,"2,051.61","5,423.31","1,496.53","2,261.60","10,465.95","1,496.67",,"5,048.99","7,830.03","40,858.99","11,248.30","3,145.23","5,724.95","17,284.89",14.83,"4,322.18",461.26,936.95,"4,577.16","4,674.94","27,666.28","10,372.83","1,106.62","7,550.40",477.93,"26,518.91","6,171.86","47,438.26",,277.56,773.53,229.97,"2,685.25","5,434.31","1,497.51","1,762.58","6,091.25",583.29,"1,586.04","6,243.72","14,944.99","1,982.64","2,766.98","23,991.24","1,522.36","2,718.21",,,"1,276.27","3,199.33",565.38,523.4,"19,813.21","6,811.34","16,633.59",452.36,"2,155.55","1,836.79",674.83,"1,570.71",327.07,609.01,713.85,"16,479.82",302.54,"2,744.71","20,777.93",533.58,"1,981.32","1,293.60",776.08,"10,704.65","5,711.33","28,568.00","13,208.70","5,659.67","1,153.82","3,084.88",2009,1,PJM,"71,221.30","6,398.32","1,255.09","15,338.70",995.14,"26,512.67","18,168.25","2,553.13","2,040.71","23,330.02","11,646.63","9,632.91","1,572.04","153,164.99",,"5,673.29","105,906.65",,"22,167.56","2,712.41","99,836.29","20,757.09","19,256.33","9,093.32","79,858.97","20,789.18","9,947.22","49,352.73","59,998.00","25,721.45","5,568.06","50,205.11","8,569.03",,,,"7,170.27","15,774.68"
2009,2,"2,081.08",521.95,"2,537.66",418.67,"1,267.67",295.45,"3,007.83",971.27,"1,059.29",568.6,"1,697.74","4,414.44","10,885.53","4,258.13",237.3,"7,434.43","4,067.56","8,424.91",397.78,"1,669.64","4,304.13","1,165.07","1,962.03","8,731.03","1,253.88",,"4,461.38","6,697.66","35,077.26","9,426.19","2,655.89","4,748.58","14,824.45",21.4,"3,736.16",386.7,777.01,"4,466.58","3,936.09","23,639.42","9,351.74",887.12,"6,591.29",413.66,"22,835.83","5,498.57","38,981.07",,246.46,619.23,175.68,"2,227.51","4,639.49","1,266.40","1,466.45","5,298.48",469.94,"1,572.43","5,158.46","12,805.33","1,820.96","2,337.13","19,232.66","1,320.02","2,834.09",,,"1,058.81","2,615.16",448.08,359.85,"17,342.54","6,183.87","15,152.31",344.03,"1,788.88","1,569.83",536.66,"1,249.56",252.62,446.03,563.45,"14,281.44",240.89,"2,199.02","16,994.06",421.03,"1,600.79","1,042.76",601.36,"9,594.53","4,829.24","25,022.00","11,103.34","5,212.23",928.73,"2,574.80",2009,2,PJM,"61,134.14","6,054.54",994.98,"13,300.05",832.08,"22,509.01","15,336.57","2,106.91","1,812.55","19,702.07","10,229.80","9,775.76","1,099.25","131,675.78",,"4,514.91","89,621.15",,"15,813.78","2,690.51","81,167.20","16,120.71","15,699.87","7,421.13","69,235.91","17,789.66","9,690.02","40,374.28","48,201.00","22,280.25","4,604.39","43,846.71","7,460.07",,,,"5,603.67","12,770.22"
2009,3,"2,070.42",513.86,"2,671.02",402.79,"1,319.34",295.75,"3,033.90",954.12,982.62,518.53,"1,689.47","4,571.38","10,889.53","4,125.29",226.36,"6,866.37","3,816.64","8,380.54",358.67,"1,741.15","4,059.35","1,167.54","1,953.22","8,917.19","1,178.87",,"4,577.16","6,711.73","36,073.42","9,332.46","2,699.63","4,797.35","15,164.83",13.03,"3,803.63",374.12,781.28,"4,739.86","3,889.13","24,330.74","9,615.98",830.19,"7,188.27",435.94,"23,515.40","5,621.52","40,068.35",,267.87,586.81,170.78,"2,200.84","4,604.23","1,290.08","1,461.99","5,427.13",461.7,"1,628.87","5,313.16","13,002.56","1,800.81","2,309.63","21,238.38","1,334.20","2,823.94",,368.35,"1,064.98","2,563.70",436.44,368.11,"18,040.93","6,464.04","16,911.52",308.27,"1,738.86","1,543.98",490.77,"1,198.72",256.36,416.76,560.67,"14,182.93",220.42,"1,981.19","16,912.88",377.25,"1,635.49",965.76,508.69,"10,051.03","4,884.43","24,820.00","11,130.29","5,612.14",844.82,"2,536.90",2009,3,PJM,"62,094.18","6,485.25",924.52,"13,547.65",858.1,"22,924.03","15,288.10","2,066.52","1,905.32","20,184.98","10,506.17","9,099.91","1,286.91","135,609.40",,"4,268.93","92,709.08",,"17,209.68","2,210.75","81,668.23","15,108.22","15,289.70","6,347.57","72,418.22","18,463.77","9,634.04","39,670.43","48,246.00","22,857.79","4,353.02","44,948.58","7,973.72",,,,"5,433.41","12,278.27"
