Year of Load,Month of Load,Berlin,East Conemaugh,Girard,Hooversville,Smethport,Summerhill,Blakely,Catawissa,Duncannon,Goldsboro,Hatfield,Kutztown,Lansdale,Lehighton,Lewisberry,Middletown,Mifflinburg,Quakertown,Royalton,Saint Clair,Schuylkill Haven,Watsontown,Weatherly,Amherst,Beach City,Bleach Tech,Brewster,Columbiana,Cuyahoga Falls,Galion,Grafton,Hubbard,Hudson,Huron,Lodi,Lucas,Milan,Monroeville,Newton Falls,Niles,Oberlin,Prospect,Seville,South Vienna,Wadsworth,Wellington,Bowling Green,Bowling Green Waste Water,Bowling Green Water,Bradner,Custar,Edgerton,Ellwood City,Elmore,Genoa,Grove City,Haskins,Holiday City,Montpelier,Napoleon,New Wilmington,Oak Harbor,Painesville,Pemberville,Pioneer,Toledo,Wampum,Woodville,Zelienople,Arcadia,Bloomdale,Bryan,Carey,Clyde,Cygnet,Deshler,Greenwich,Ohio City,Plymouth,Republic,Shiloh,Sycamore,Wapakoneta,Wharton,Arcanum,Celina,Eldorado,Jackson Center,Lakeview,Mendon,Minster,New Bremen,Piqua,Tipp City,Versailles,Waynesfield,Yellow Springs,Year of Load,Month of Load,Member Pool,Total Energy,Chase Brass,Glouster,Jackson,New Knoxville,Orrville,St_ Marys,Woodsfield,Clinton,Coldwater,Hillsdale,Marshall,Union City,Cleveland,Georgetown,St_ Clairsville,DEMEC,Wyandotte,Bedford,Wheelabrator,Danville,Front Royal,Martinsville,Richlands,Columbus,Dover,Shelby,Westerville,Hamilton,Lebanon,Williamstown,Paducah,Princeton,Benham,Berlin-MD,Cannelton,Perkasie,Ephrata
2009,4,"1,774.35",456.66,"2,565.82",335.3,"1,222.47",259.29,"2,741.81",790.43,785.98,412.91,"1,516.79","4,005.20","9,990.69","3,574.99",182.58,"5,450.84","3,104.75","7,387.72",301.54,"1,646.98","3,421.15","1,029.62","1,678.49","8,101.73","1,029.90",,"4,583.53","6,027.27","33,141.29","8,483.49","2,425.17","4,418.00","14,371.86",20.93,"3,276.95",321.07,698.66,"4,509.20","3,430.54","22,606.83","8,831.09",717.92,"6,314.44",390.65,"21,580.49","4,985.94","37,770.29",,252.75,499.35,122.76,"1,881.24","4,198.25","1,140.16","1,300.46","4,828.41",405.07,"1,772.24","4,771.45","12,079.21","1,688.97","2,031.89","19,630.46","1,140.29","2,449.93",,311.03,941.59,"2,327.89",373.86,390.84,"16,510.35","5,388.00","16,369.87",252.77,"1,546.20","1,368.38",421.72,"1,019.03",224.12,373.22,500.67,"12,948.40",191.58,"1,684.53","15,763.76",311.63,"1,473.62",852.47,409.85,"9,627.71","4,276.74","22,301.00","10,434.51","5,279.06",743,"2,280.71",2009,4,PJM,"59,166.08","6,463.00",844.16,"13,013.01",768.03,"21,138.35","15,008.21","1,931.31","1,743.99","21,910.05","10,003.19","8,170.01","1,150.99","124,768.21",,"3,852.32","84,728.77",,"10,325.10","1,355.36","70,003.26","12,472.65","13,223.72","5,143.67","69,906.22","16,727.87","8,581.02","36,553.54","45,817.70","21,628.13","4,026.34","43,122.99","7,773.81",,,,"4,555.98","10,288.74"
2009,5,"1,657.11",430.57,"2,385.69",296.89,"1,222.72",240.93,"2,772.21",715.95,700.87,388.11,"1,506.33","3,586.17","10,106.52","3,515.83",171.39,"5,004.88","2,838.84","7,163.14",292.8,"1,618.61","3,102.63",987.02,"1,579.33","8,155.01","1,015.06",,"4,701.89","5,690.64","34,101.96","8,274.94","2,378.28","4,464.05","14,811.49",26.98,"3,199.27",312.64,680.27,"4,655.90","3,429.81","23,535.40","8,751.87",680.2,"7,178.88",392.59,"21,394.27","4,810.84","37,626.17",,261.64,454.89,110.7,"1,812.26","4,240.32","1,071.07","1,219.38","4,739.98",386.25,"1,612.96","4,564.29","11,326.74","1,514.83","1,886.64","19,126.44","1,084.80","1,998.95",,306.37,917.25,"2,363.28",355.06,346.07,"15,236.81","5,509.42","16,349.01",212.78,"1,574.97","1,235.58",373.45,954.79,219.67,370.11,479.56,"12,902.21",148.42,"1,522.42","15,518.02",264.4,"1,406.49",828.81,306.97,"9,659.64","4,575.34","22,265.00","10,920.89","5,023.06",645.32,"2,360.03",2009,5,PJM,"59,146.30","6,704.37",844.95,"13,512.29",793.5,"20,738.62","14,563.85","1,988.71","1,692.80","21,020.67","9,749.41","8,310.09","1,105.24","124,471.00",,"3,927.75","90,733.16",,"10,272.27","1,792.54","76,854.94","12,198.08","14,256.85","4,387.67","74,870.47","17,320.80","8,257.62","38,636.19","52,867.20","23,187.01","3,734.42","49,004.73","8,570.17",,,,"4,470.31","10,062.55"
2009,6,"1,570.05",432.5,"2,518.94",292.16,"1,216.37",239.43,"2,966.03",719.48,764.67,437.55,"1,632.19","3,839.73","10,731.44","3,715.15",189.36,"5,496.18","2,893.68","7,703.40",348.72,"1,700.23","3,194.26","1,032.69","1,532.81","9,292.57","1,146.99",,"4,739.62","6,232.55","38,305.14","9,037.51","2,574.80","4,934.00","16,078.17",36.6,"3,416.42",331.43,782.76,"5,177.24","3,784.55","25,463.82","8,635.55",793.84,"7,851.02",426.54,"23,478.52","5,189.91","41,335.07",,276.41,506.92,125.34,"2,104.16","4,644.74","1,239.37","1,377.37","4,738.78",474.14,"1,608.73","5,133.24","13,157.35","1,534.16","2,017.91","20,571.27","1,222.50","2,256.88",,341.31,"1,082.36","2,628.20",391.98,382.98,"17,337.10","5,700.05","17,807.40",249.8,"1,729.26","1,329.90",452.34,999.48,248.59,412.67,548.66,"14,175.77",163.05,"1,828.79","17,929.85",310.87,"1,527.59",969.48,338.31,"10,212.70","5,156.63","26,004.19","12,596.11","4,766.21",668.3,"2,771.04",2009,6,PJM,"64,590.05","6,572.78",985.2,"14,873.01",887.78,"22,270.71","16,800.15","2,200.42","1,916.04","22,463.19","10,618.01","9,368.23","1,256.61","132,041.36",,"4,419.53","97,828.99",,"12,614.82","2,168.13","92,102.48","13,476.00","16,888.00","4,657.19","79,786.95","19,151.01","9,077.57","41,639.71","63,957.90","27,226.96","4,523.63","65,445.13","11,362.91",,,,"4,841.07","10,995.50"
2009,7,"1,607.28",445.38,"2,572.28",307.35,"1,254.49",251.48,"3,209.50",759.03,818.81,479.9,"1,886.06","4,264.34","11,825.94","3,950.24",203.07,"5,974.59","2,916.96","8,542.43",388.05,"1,846.06","3,338.52","1,150.64","1,524.33","9,942.40","1,179.09",,"4,665.29","6,463.32","39,323.85","9,153.08","2,735.97","5,131.28","16,453.86",76.42,"3,377.27",336.34,821.82,"5,373.33","3,927.76","26,126.50","9,286.06",814.75,"7,764.38",397.14,"23,971.40","5,368.78","42,585.93",,328.72,536.44,186.26,"2,059.64","4,858.20","1,204.90","1,443.60","4,963.38",484.53,"1,538.42","5,165.89","13,447.09","1,619.99","2,153.88","22,134.03","1,227.21","2,213.57",,359.13,"1,121.56","2,735.11",392.94,394.31,"16,802.85","5,504.45","17,952.01",269.3,"1,805.55","1,361.03",443.89,"1,018.18",255.94,421.36,536.04,"14,121.91",206.19,"1,731.14","17,467.74",304.64,"1,500.99",961.96,333.92,"9,951.24","5,158.84","25,900.00","12,353.04","4,961.13",682.23,"2,665.34",2009,7,PJM,"66,357.50","6,780.82",982.05,"15,180.31",854.43,"23,129.96","17,202.49","2,227.43","1,963.24","22,603.59","10,887.06","9,788.90","1,358.63","140,583.13",,"4,537.45","110,916.00",,"14,419.92","2,317.93","94,885.25","13,929.22","17,874.50","4,678.95","80,494.57","19,883.50","9,330.65","40,965.50","63,987.20","26,264.14","4,487.48",,,,,,"5,402.78","11,616.30"
2009,8,"1,648.37",471.65,"2,831.92",331.35,"1,360.89",266.76,"3,560.74",857.33,928.46,528.24,"2,073.73","4,642.72","13,136.12","4,458.45",227.84,"6,619.99","3,199.64","9,229.14",456.46,"2,026.99","3,790.62","1,267.50","1,739.31","11,036.06","1,285.99",,"4,822.26","6,894.85","43,783.63","9,836.58","2,610.23","5,876.06","18,419.83",82.56,"3,526.52",374.13,939.57,"5,232.61","4,447.53","28,132.93","10,299.19",879.47,"7,908.26",415.7,"26,747.59","6,123.97","46,840.49",,312.96,582.81,167.81,"2,248.25","5,502.61","1,335.88","1,606.47","5,565.29",554.71,"1,637.77","5,870.96","14,592.51","1,848.09","2,375.96","24,628.19","1,479.66","2,913.50",,408.79,"1,247.87","3,043.76",442.42,443.27,"19,252.16","6,716.27","18,264.60",295.24,"1,680.77","1,470.26",488.29,"1,174.39",282.56,443.79,595.38,"15,259.94",233.98,"1,906.56","19,560.70",318.89,"1,621.41","1,054.04",362.68,"10,878.85","5,357.83","27,479.00","13,220.29","6,212.74",772.23,"2,883.53",2009,8,PJM,"71,236.88","6,820.52","1,104.31","16,234.11",934.62,"25,171.49","18,490.13","2,481.70","2,132.14","26,188.86","11,649.40","10,472.50","1,404.72","151,657.08",,"5,067.56","121,152.67",,"17,698.27","2,197.92","102,620.01","16,224.30","18,924.56","4,966.97","82,804.06","20,881.74","10,064.72","46,703.52","68,903.00","28,679.00","4,759.83",,,,,,"6,011.94","12,539.81"
2009,9,"1,598.87",403.47,"2,728.32",286.27,"1,229.32",234.89,"2,771.72",687.29,679.45,376.01,"1,500.33","4,203.19","9,972.58","3,616.42",167.28,"4,951.45","2,699.23","7,308.66",288.1,"1,597.67","3,191.65",952.52,"1,485.48","8,571.95","1,032.28",,"4,300.13","5,888.00","35,596.64","8,401.98","2,438.96","4,594.57","15,484.91",93.17,"3,198.30",313.44,743.58,"4,247.32","3,644.04","22,180.32","9,412.59",680.67,"6,410.19",381.96,"22,813.51","5,218.66","42,582.75",,286,475.61,115.12,"1,976.85","4,295.35","1,113.12","1,300.39","5,069.57",417.56,"1,641.33","5,128.46","12,819.93","1,797.48","1,964.68","20,821.37","1,326.35","2,838.52",,302.13,978.26,"2,338.05",370.96,361.68,"16,612.75","6,065.68","16,522.22",221.64,"1,363.02","1,312.79",385.14,969.72,223.17,400.93,474.03,"13,238.89",180.95,"1,529.95","16,626.65",264.64,"1,404.17",837.12,296.15,"9,702.73","4,708.94","23,466.00","11,365.85","5,745.64",682.51,"2,385.42",2009,9,PJM,"63,934.52","6,743.73",870.07,"14,587.57",797.17,"22,260.49","16,704.30","1,971.18","1,904.13","24,831.24","10,447.93","9,429.56","1,139.26","131,750.90",,"3,947.01","92,691.93",,"14,397.14","1,818.87","78,243.93","12,070.82","14,148.30","4,818.45","74,881.79","16,936.30","8,506.26","39,344.33","56,047.90","24,754.50","4,016.40",,,,,,"4,401.13","9,850.54"
2009,10,"1,841.50",463.04,"2,913.48",337.51,"1,265.50",269.08,"2,812.78",767.8,770.63,397.81,"1,494.75","4,375.52","9,987.68","3,796.56",179.27,"5,229.97","3,018.65","7,441.72",297.1,"1,625.37","3,393.48",958.27,"1,658.88","8,084.43","1,113.52",,"4,335.77","6,091.07","34,657.78","8,639.00","2,508.28","4,570.60","14,330.92",85.65,"3,479.72",331.06,721.32,"4,513.72","3,709.34","21,752.38","9,270.85",740.54,"6,609.41",366.4,"22,820.29","5,444.36","40,903.96",,244.07,513.88,228.53,"2,027.32","4,368.44","1,126.41","1,319.18","5,204.31",432.3,"1,285.44","5,533.09","12,673.87","1,734.14","2,010.05","20,459.22","1,198.00","2,958.72",,326.15,976.04,"2,318.46",381.04,412.96,"17,088.56","6,311.34","16,793.13",288.05,"1,377.94","1,398.17",438.48,"1,006.49",240.52,424.63,499.52,"13,998.02",224.62,"1,727.57","16,515.60",308.4,"1,427.10",863.13,396.74,"9,203.59","4,678.99","24,018.00","10,485.20","5,553.88",735.62,"2,357.79",2009,10,PJM,"63,878.39","7,045.11",871.92,"14,330.87",785.81,"22,206.98","16,697.40","1,940.31","1,871.18","23,517.87","10,154.36","9,064.00","1,176.05","130,063.50",,"3,844.86","87,444.70",,"14,565.36","1,928.76","73,152.80","12,258.47","13,282.68","4,851.12","69,965.49","18,357.58","8,501.11","38,238.69","47,819.50","23,653.05","3,896.47",,,,,,"4,550.05","10,009.18"
2009,11,"1,845.64",489.11,"2,757.73",352.52,"1,234.16",284.93,"2,817.35",786.33,837.53,433.32,"1,497.14","4,322.51","9,799.91","3,789.03",181.73,"5,556.91","3,104.31","7,493.00",321.87,"1,617.74","3,383.47",986.23,"1,628.79","8,808.13","1,123.63",,"4,895.49","6,537.62","34,559.46","8,844.10","2,769.99","4,611.93","15,318.18",86.69,"3,678.66",367.45,794.45,"5,000.66","3,865.73","23,367.71","8,945.03",841.26,"6,480.29",415.65,"22,308.58","5,583.30","38,413.30",,278.95,514.41,285.73,"1,977.22","4,369.09","1,202.11","1,549.89","5,024.00",526.43,"1,559.42","5,477.11","12,651.48","1,686.29","2,056.08","19,212.95","1,349.21","2,725.74",,355.67,"1,141.28","2,324.19",396.92,365.01,"15,985.34","5,824.50","16,293.03",369.13,"1,424.03","1,383.39",478.96,"1,052.86",304.29,400.26,520.16,"13,173.40",263.63,"1,927.21","16,544.96",404.86,"1,390.73",868.57,446,"8,573.41","4,515.28","23,417.00","10,292.58","5,070.61",747.42,"2,352.15",2009,11,PJM,"61,692.53","6,413.12",894.01,"13,129.90",774.82,"21,972.82","16,603.00","1,904.88","1,863.83","21,911.57","9,679.70","8,688.94","1,227.86","126,128.10",,"3,894.59","84,927.71",,"15,280.83","1,972.49","74,611.90","13,081.34","13,823.04","5,773.49","67,078.68","17,613.36","8,811.75","36,973.98","46,720.40","22,682.30","3,793.27",,,,,,"4,675.68","10,301.99"
2009,12,"2,364.38",624.5,"3,185.05",467.25,"1,416.05",392.78,"3,452.87","1,063.96","1,202.60",625.74,"1,904.58","4,925.31","12,035.58","4,804.28",238.33,"7,978.70","4,339.43","9,459.20",439.79,"1,935.57","4,537.78","1,251.10","2,126.39","10,029.87","1,365.97",,"4,842.73","7,150.85","39,232.78","10,246.14","3,060.84","5,487.88","17,265.78",90.52,"4,147.52",429.94,929.7,"4,695.26","4,468.60","25,103.79","9,907.33","1,042.44","7,357.70",497.09,"25,430.33","6,451.30","42,147.01",,263.04,681.41,341.85,"2,363.68","5,316.88","1,416.36","1,687.81","5,936.15",584.41,"1,772.99","5,844.25","14,497.89","1,875.19","2,586.62","22,380.21","1,239.22","2,828.72",,434.45,"1,261.42","2,952.21",508.03,471.45,"17,806.84","6,688.84","18,020.45",416.25,"1,689.44","1,690.93",624.31,"1,354.44",300.08,451.62,642.89,"15,455.44",294.13,"2,570.27","19,399.58",494.51,"1,741.96","1,114.76",664.13,"9,531.94","5,327.11","27,407.00","12,302.62","5,745.34",972.29,"2,887.67",2009,12,PJM,"69,477.27","6,864.21","1,149.13","15,107.49",926.88,"25,022.22","18,016.97","2,390.36","2,161.80","22,600.63","10,864.10","9,656.69","1,521.11","145,104.13",,"5,190.36","99,432.04",,"20,512.27","1,704.87","95,762.71","18,831.07","18,346.03","8,265.09","74,274.20","20,028.58","10,758.19","45,279.61","58,949.10","26,104.37","4,788.61",,,,,,"6,392.96","13,750.01"
2010,1,"2,410.90",623.98,"3,110.59",479.5,"1,474.42",377.41,"3,433.80","1,112.32","1,271.36",651.14,"1,934.05","5,253.86","12,308.58","4,846.32",277.5,"8,462.21","4,745.59","9,931.80",444.02,"1,948.27","4,905.96","1,242.47","2,210.54","9,924.61","1,427.25",,"4,881.54","7,272.34","39,800.46","10,450.51","3,048.08","5,472.86","17,295.39",89.56,"4,302.85",436.1,923.29,"4,891.59","4,574.88","25,456.61","9,963.75","1,074.22","7,396.01",454.29,"25,990.67","6,637.75","43,714.06",,274.96,687.84,310.02,"2,392.83","5,384.14","1,410.63","1,682.86","5,980.66",553.59,"1,944.20","6,153.08","14,394.15","1,893.43","2,632.08","23,263.19","1,197.50","3,228.95",,430.76,"1,229.41","3,021.82",519.26,466.44,"19,644.94","7,251.94","17,203.89",386.99,"1,705.26","1,787.14",646.02,"1,426.22",305.91,550.07,644.74,"16,457.97",270.9,"2,703.67","20,042.58",493.21,"1,873.84","1,161.95",727.46,"10,103.40","5,287.55","27,090.05","12,773.99","5,911.47","1,000.52","3,033.79",2010,1,PJM,"76,461.57","7,898.40","1,185.50","15,642.84",939.86,"28,990.92","19,312.83","2,491.23","2,176.04","24,463.99","10,886.37","9,726.20","1,516.96","147,222.21",,"5,377.63","104,274.97","24,391.48","22,677.36","2,634.79","102,000.48","20,400.88","19,387.53","9,473.22","76,163.22","20,743.86","11,068.41","47,629.87","58,205.90","27,270.40","5,533.02","56,154.37",,"1,136.31",,,"6,599.57","14,670.79"
2010,2,"2,158.25",543.82,"2,612.67",412.79,"1,297.00",317.77,"2,995.44",996.24,"1,133.91",578.9,"1,701.29","5,215.35","11,117.79","4,242.90",250.4,"7,562.83","4,160.12","8,756.86",391.06,"1,697.79","4,405.01","1,093.19","1,959.04","8,677.74","1,266.41",,"4,360.58","6,675.04","35,480.43","9,330.36","2,728.61","4,914.50","15,206.36",80.02,"3,940.83",380.55,809.28,"4,429.19","4,064.49","22,735.41","9,325.63",910.74,"6,832.46",415.08,"23,589.70","6,096.98","39,537.60",,271.62,592.23,271.68,"2,141.90","4,812.82","1,251.64","1,470.17","5,452.91",473.78,"1,818.50","5,494.91","12,985.13","1,841.99","2,266.14","21,160.02","1,013.85","3,008.81",,378.34,"1,068.09","2,652.96",442.7,420.2,"18,035.32","6,982.97","15,807.81",332.56,"1,453.47","1,637.08",561.21,"1,247.52",256.98,495.65,555.78,"14,708.02",197.87,"2,329.25","17,783.94",444.95,"1,679.95","1,008.77",625.55,"8,931.72","4,810.68","25,596.65","11,346.85","5,208.16",868.73,"2,678.12",2010,2,PJM,"70,002.19","7,186.23","1,046.44","14,491.27",837.57,"26,806.17","17,408.95","2,225.56","1,951.90","22,465.84","9,851.83","8,684.28","1,284.61","131,074.00",,"4,685.99","94,569.08","21,883.79","20,526.15","2,506.72","92,129.47","18,470.18","17,270.07","8,294.71","68,097.24","19,018.89","9,776.85","41,985.41","52,479.90","24,554.66","4,990.22","54,344.56","8,919.64",943.53,,,"5,795.71","13,087.40"
2010,3,"2,011.48",501.67,"2,635.82",375.46,"1,318.39",287.11,"2,931.55",855.14,908.11,459.27,"1,603.34","4,990.11","10,624.22","4,002.25",205.68,"5,969.14","3,553.95","8,184.77",339.64,"1,661.09","3,950.31","1,011.90","1,931.94","8,607.44","1,222.29",,"4,515.80","6,936.81","36,153.31","9,283.14","2,701.34","4,879.00","15,418.02",93.04,"3,820.09",369.71,786.46,"4,717.63","3,999.48","23,243.89","9,122.82",811.47,"7,653.22",427.83,"24,060.68","6,367.41","40,896.10",,274.14,567.74,209.01,"2,090.90","4,697.84","1,284.08","1,433.69","5,288.79",452.86,"2,162.98","5,755.72","13,196.98","1,753.43","2,182.37","21,766.84",982.18,"3,244.21",,350.23,"1,055.85","2,512.05",424.38,402.67,"18,818.73","7,192.52","18,344.35",282.24,"1,309.82","1,590.46",513.23,"1,142.20",247.27,473.66,532.6,"14,554.98",166.18,"2,010.30","17,566.29",366.17,"1,606.45",933.33,499.88,"9,841.29","5,000.02","25,746.20","11,083.18","5,301.49",769.81,"2,552.81",2010,3,PJM,"70,129.59","7,976.37",905.18,"14,588.19",846.62,"25,040.57","18,697.39","2,075.29","2,027.36","24,078.35","10,117.08","9,086.47","1,211.20","132,876.77",,"4,239.37","91,424.58","24,088.81","16,921.62","3,244.21","79,237.51","14,499.35","14,664.06","6,648.45","69,950.69","19,610.10","9,715.74","40,170.39","51,248.00","23,667.65","4,624.05","45,642.19","8,539.08",670.01,,,"5,111.82","11,434.30"
2010,4,"1,651.50",417.51,"2,319.85",302.01,"1,192.61",240.63,"2,605.69",716.15,691.34,366.19,"1,410.18","4,201.46","9,468.49","3,463.42",168.65,"4,762.37","2,841.32","7,060.02",291.69,"1,516.40","3,220.16",887.76,"1,630.76","7,533.40","1,118.28",,"4,216.39","6,223.17","33,213.46","8,029.20","2,355.21","4,248.90","14,247.20",91.83,"2,782.74",297.76,668.4,"4,404.28","3,439.96","21,012.52","8,389.93",635.95,"7,759.34",366,"21,580.93","5,519.40","38,635.78",,281.26,465.05,161.67,"1,851.04","4,161.79","1,141.51","1,228.17","4,823.99",386.27,"1,784.31","5,170.80","11,874.09","1,619.92","1,892.24","19,220.62",778.38,"2,881.26",,294.34,902.53,"2,435.92",343.24,380.63,"16,620.91","6,335.34","17,054.36",213.6,"1,044.49","1,322.71",400.06,930.6,215.26,396.18,454.01,"12,987.07",135.43,"1,492.52","15,530.63",261.44,"1,319.40",744.94,328.88,"9,108.23","4,427.41","22,413.90","9,914.80","4,812.23",580.16,"2,209.00",2010,4,PJM,"63,822.82","7,473.55",769.49,"13,354.02",816.61,"22,672.35","16,951.29","1,785.51","1,960.20","23,210.36","9,799.85","8,779.55","1,177.63","121,361.15",,"3,648.31","83,065.15","21,609.42","13,915.84","2,560.41","69,158.72","11,463.86","12,454.44","4,398.02","66,571.68","17,585.40","8,421.66","32,225.00","45,714.20","22,782.61","4,082.03","43,800.98","7,984.57",357.68,,,"4,150.22","9,654.02"
2010,5,"1,642.09",431.23,"2,397.59",307.13,"1,267.51",239.43,"2,943.68",746.53,739.01,412.18,"1,595.54","4,252.17","10,456.87","3,837.50",184.21,"5,199.49","2,985.98","7,730.67",348.11,"1,692.67","3,297.72","1,011.94","1,643.93","8,721.57","1,178.26",,"4,476.27","6,580.52","37,196.38","8,716.63","2,498.36","4,777.33","16,078.82",96.84,"3,089.33",319.79,760.39,"4,702.55","3,752.39","23,015.16","8,981.52",698.97,"7,880.14",392.08,"23,669.30","5,857.96","41,513.34",,271.73,500.6,151.68,"1,951.16","4,690.08","1,298.29","1,362.28","4,918.42",451.05,"1,823.47","5,482.30","12,919.61","1,691.33","2,043.82","20,267.68",861.51,"3,093.46",,324.35,"1,039.80","2,554.80",390.44,427.56,"18,037.81","6,508.85","18,067.49",238.42,"1,173.38","1,368.87",442.89,"1,047.04",254.53,408.95,524.33,"13,986.25",147.96,"1,659.40","17,032.58",287.59,"1,405.79",844.94,334.18,"9,539.66","4,751.07","23,198.05","11,244.57","5,344.25",603.38,"2,475.41",2010,5,PJM,"67,958.08","7,337.63",874.01,"14,452.64",807.63,"24,358.90","18,104.17","2,023.10","2,070.22","24,063.92","10,117.99","9,238.66","1,232.16","131,107.91",,"4,216.40","96,048.84","24,770.00","15,450.51","2,293.35","80,450.36","12,940.53","14,542.27","4,354.12","74,188.99","19,455.09","8,936.27","37,426.27","56,800.70","26,101.28","4,455.95","50,532.66","9,508.31",368.89,,,"4,710.35","10,588.74"
2010,6,"1,629.73",445.91,"2,692.42",316.91,"1,295.21",245.75,"3,339.27",792.98,876.12,495.45,"1,998.17","4,707.67","12,862.91","4,275.84",227.55,"6,147.02","3,188.39","9,035.86",479.71,"1,956.27","3,661.58","1,200.91","1,721.79","10,506.07","1,334.04",,"4,643.03","7,305.37","42,734.39","9,999.88","2,853.71","5,475.19","17,752.80",107.92,"3,608.87",349.44,935.17,"4,999.29","4,234.34","25,836.61","9,351.11",858.91,"8,427.18",440.15,"26,088.11","6,350.47","45,836.43",,293.31,577,167.56,"2,279.99","5,464.20","1,466.69","1,595.86","5,226.97",548.25,"1,917.28","6,189.82","14,566.51","1,713.29","2,256.70","22,640.47","1,012.64","3,504.70",,398.36,"1,271.58","2,999.59",442.06,505.38,"19,972.86","6,738.33","20,750.84",282.09,"1,469.90","1,519.13",513.86,"1,105.95",287.53,440.03,618.37,"15,879.46",178.82,"2,017.98","19,245.94",358.75,"1,605.28","1,030.90",372.82,"10,665.98","5,482.41","27,970.25","13,178.60","6,393.74",643.96,"2,775.19",2010,6,PJM,"73,386.67","7,655.82","1,089.47","16,500.98",922.65,"25,905.40","18,915.47","2,396.88","2,002.20","23,442.87","9,777.65","8,966.22","1,188.12","145,400.42",,"4,963.40","116,006.49","28,280.26","18,165.39","2,729.29","100,956.97","15,293.49","18,052.76","4,782.71","80,224.54","21,890.31","9,937.94","46,704.35","70,206.70","30,631.63","4,998.84","65,701.72","12,342.54",477.04,,,"5,755.23","12,179.84"
2010,7,"1,735.92",501.93,"3,045.00",358,"1,457.94",308.57,"3,977.89",911.87,"1,043.53",584.55,"2,307.59","4,830.01","14,750.63","4,784.22",265.86,"7,097.90","3,627.46","10,022.65",593.66,"2,276.37","4,062.53","1,439.16","1,833.99","12,808.11","1,524.29",,"5,027.90","8,215.61","50,352.08","11,429.99","3,243.69","6,661.66","20,570.34",110.27,"3,958.82",407.28,"1,161.50","5,557.49","4,892.75","29,875.29","10,538.51","1,027.43","8,745.55",470.16,"29,615.96","6,749.87","50,710.14",,359.18,698.57,216.81,"2,524.31","6,484.92","1,678.24","1,932.13","5,895.55",705.23,"1,840.27","6,716.92","16,386.42","1,968.24","2,742.10","25,501.91","1,243.98","3,252.49",,493.48,"1,596.38","3,188.66",522.98,563.63,"20,393.11","6,822.81","22,087.39",359.91,"1,832.80","1,690.52",626.32,"1,304.07",344.94,526.64,746.97,"17,389.77",243.35,"2,414.01","21,877.25",401.79,"1,767.51","1,249.75",443.69,"11,714.45","5,975.16","29,926.90","14,693.34","7,062.63",767.23,"3,503.98",2010,7,PJM,"78,423.90","7,734.03","1,236.41","17,951.10","1,039.05","27,671.09","20,067.80","2,724.41","2,517.37","28,190.35","13,130.01","11,495.74","1,799.09","167,444.79",,"5,798.49","128,925.07","32,710.16","18,477.74","2,425.34","108,049.01","16,992.53","19,191.71","5,235.41","86,132.89","24,185.84","11,084.92","51,891.51","79,464.60","32,832.81","5,292.64","59,533.39","13,298.64",511.16,,,"6,567.14","13,794.85"
2010,8,"1,617.02",474.04,"3,055.31",330.99,"1,404.64",250.5,"3,561.31",845.87,936.81,518.36,"2,032.39","4,926.15","13,331.01","4,462.73",241.07,"6,531.19","3,360.19","9,248.88",524.08,"2,032.65","3,851.00","1,265.56","1,800.16","12,321.54","1,467.48",,"4,992.13","8,011.71","49,001.02","11,161.43","3,107.59","6,410.54","20,104.05",114.98,"3,909.84",399.24,"1,093.80","5,384.01","4,790.73","28,895.54","10,257.38",977.42,"8,723.86",465.67,"29,295.84","6,965.54","51,115.70",,377.45,517.82,172.86,"2,574.90","6,074.68","1,593.06","1,819.46","5,792.52",638.35,"2,052.81","6,918.70","16,079.35","1,978.61","2,652.70","25,298.94","1,387.12","3,590.48",,460.8,"1,443.34","3,078.33",508.74,509.25,"21,476.58","7,068.98","22,577.62",324.73,"1,611.89","1,649.00",603.26,"1,337.18",322.12,505.36,699.28,"17,735.35",203.66,"2,349.80","21,731.36",373.35,"1,752.21","1,150.38",410.16,"11,574.73","6,044.28","30,369.40","14,586.51","6,914.36",762.93,"3,376.80",2010,8,PJM,"81,051.69","7,889.13","1,064.12","18,201.70","1,044.66","28,835.50","21,361.58","2,655.00","2,439.34","29,051.18","12,716.54","11,888.11","1,742.36","165,756.66",,"5,505.03","121,410.63","31,611.91","17,931.99","2,883.33","105,038.44","15,754.10","18,581.62","5,277.46","85,186.06","23,545.51","10,929.74","50,754.10","78,142.50","32,710.14","5,278.09","63,357.07","13,180.67",509.76,,,"5,892.00","12,592.71"
